alias_id,college_id,alias_name,alias_normalized,authority,year,source_id,notes
1097,974,"Mahatma Gandi Mission Medical College vashi,Sector 30, Vashi, Navi Mumbai, Maharashtra, 400703",mahatma gandi mission medical college vashi sector 30 vashi navi mumbai maharashtra,MCC,,,
1098,1314,"SRM Dental College, Chennai,SRM DENTAL COLLEGE, BHARATHI SALAI, RAMAPURAM, CHENNAI, Tamil Nadu, 600089",srm dental college chennai srm dental college bharathi salai ramapuram chennai tamil nadu,MCC,,,
1099,770,"Indira Gandhi Dental College and SBV, Pondycherry,SBV Pondicherry Campus, Pillaiyarkuppam,, Puducherry, 607402",indira gandhi dental college and sbv pondycherry sbv pondicherry campus pillaiyarkuppam puducherry,MCC,,,
1100,1407,"VMS Dental College, Salem,Sankari Main Road NH 47 Ariyanoor, Salem., Tamil Nadu, 636308",vms dental college salem sankari main road nh 47 ariyanoor salem tamil nadu,MCC,,,
1101,857,"K M Shah Dental Collegel, SumanDeep Vidyapeeth Vadodara,Sumandeep Vidyapeeth Piparia Waghodia Vadodara Gujarat, Gujarat, 391760",k m shah dental collegel sumandeep vidyapeeth vadodara sumandeep vidyapeeth piparia waghodia vadodara gujarat gujarat,MCC,,,
1102,967,"Mahatma Gandhi Medical College, Pondicherry,SBV Pondicherry Campus, Pillaiyarkuppam, Puducherry, 607402",mahatma gandhi medical college pondicherry sbv pondicherry campus pillaiyarkuppam puducherry,MCC,,,
1103,1255,"Shri Sathya Sai Medical College and RI, Chennai,Shri Sathya Sai Nagar, SBV Chennai Campus, Ammapettai, Chengalpattu District, Tamil Nadu, 603108",shri sathya sai medical college and ri chennai shri sathya sai nagar sbv chennai campus ammapettai chengalpattu district tamil nadu,MCC,,,
1104,117,"B.J. Government Medical College, Pune",b j government medical college,MCC,,,
1105,1266,"SJP Medical College, Bharatpur",sjp medical college,MCC,,,
1106,370,GMC DAUSA RAJASTHAN,gmc dausa rajasthan,MCC,,,
1107,681,"GOVERNMENT MEDICAL COLLEGE, SRIGANGANAGAR, RAJASTHAN",government medical college sriganganagar,MCC,,,
1108,213,College Government Medical College Alwar,college government medical college alwar,MCC,,,
1109,570,GOVERNMENT MEDICAL COLLEGE Karimnagar Telangana,government medical college karimnagar telangana,MCC,,,
1110,665,Government Medical College Satna,government medical college satna,MCC,,,
1111,376,GMC KARAULI,gmc karauli,MCC,,,
1112,184,"Chandulal Chandrakar Memorial Government Medical College, Durg",chandulal chandrakar memorial government medical college,MCC,,,
1113,481,"Government Medical College and District General Hospital,Ratnagiri",government medical college and district general hospital,MCC,,,
1114,1194,"Saheed Rendo Majhi Medical College & Hospital, Bhawanipatna, Kalahandi,Odisha",saheed rendo majhi medical college and hospital bhawanipatna kalahandi,MCC,,,
1115,650,GOVERNMENT MEDICAL COLLEGE PURNEA,government medical college purnea,MCC,,,
1116,554,Govt. Medical College Jayashankar Bhupalpally,government medical college jayashankar bhupalpally,MCC,,,
1117,240,"Dhubri Medical College, Assam",dhubri medical college,MCC,,,
1118,372,GMC Jangaon,gmc jangaon,MCC,,,
1119,655,Govt. Medical College Rajanna Sircilla,government medical college rajanna sircilla,MCC,,,
1120,471,"Government Medical College, Parbhani",government medical college,MCC,,,
1121,1050,"Nalbari Medical College & Hospital Dakhingaon, Nalbari",nalbari medical college and hospital dakhingaon,MCC,,,
1122,471,"GOVERNMENT MEDICAL COLLEGE, HANDWARA",government medical college,MCC,,,
1123,471,"Government Medical College, Mancherial",government medical college,MCC,,,
1124,828,"Jhargram Government Medical College and Hospital, West Bengal",jhargram government medical college and hospital,MCC,,,
1125,592,GOVERNMENT MEDICAL COLLEGE MACHILIPATNAM,government medical college machilipatnam,MCC,,,
1126,1042,"NAGALAND INSTITUTE OF MEDICAL SCIENCE AND RESEARCH PHIREBAGIE, KOHIMA - 797001",nagaland institute of medical science and research phirebagie kohima,MCC,,,
1127,471,"Government Medical College, Khammam",government medical college,MCC,,,
1128,471,"Government Medical College, Eluru",government medical college,MCC,,,
1129,207,Chitradurga Medical College and Research Institute,chitradurga medical college and research institute,MCC,,,
1130,374,GMC Kamareddy,gmc kamareddy,MCC,,,
1131,1044,Nagaon Medical college,nagaon medical college,MCC,,,
1132,625,GOVERNMENT MEDICAL COLLEGE NANDYAL,government medical college nandyal,MCC,,,
1133,701,Govt Medical College Vikarabad,government medical college vikarabad,MCC,,,
1134,902,Kokrajhar Medical College & Hospital Rangalikhata,kokrajhar medical college and hospital rangalikhata,MCC,,,
1135,366,"GMC, Rajamahendravaram",gmc,MCC,,,
1136,471,"Government Medical College, Ramagundam",government medical college,MCC,,,
1137,705,GOVT MEDICAL COLLEGE VIZIANAGARAM,government medical college vizianagaram,MCC,,,
1138,637,Government Medical College Nirmal,government medical college nirmal,MCC,,,
1139,471,"Govt. Medical College, Kumuram Bheem Asifabad",government medical college,MCC,,,
1140,17,"AGARTALA GOVT. DENTAL COLLEGE,AGARTAL",agartala government dental college,MCC,,,
1141,456,Government DentalCollege and Hospital Paithna Bhaganbigha Rahui Nalanda,government dentalcollege and hospital paithna bhaganbigha rahui nalanda,MCC,,,
1142,72,Amrita School of Medicine Faridabad,amrita school of medicine faridabad,MCC,,,
1143,443,Govt dental college Pudukkottai,government dental college pudukkottai,MCC,,,
1144,973,Mahatma Gandi Mission Medical College vashi,mahatma gandi mission medical college vashi,MCC,,,
1145,791,"INST OF PG MED EDU & RESEARCH,KO LKATA",institute of pg medical edu and research,MCC,,,
1146,794,"INST.OF MED.SCIENCES , BHU,VARANASI",instituteof medicalsciences bhu,MCC,,,
1147,916,"Lady Hardinge Medical College, New Delhi(Female Seat only )",lady hardinge medical college new delhi female seat only,MCC,,,
1148,724,"GOVT.MEDICAL COLLEGE,THIR UVANANTHAPU RAM",governmentmedical college,MCC,,,
1149,209,"COIMBATORE MEDICAL COLLEGE,COIM BATORE",coimbatore medical college,MCC,,,
1150,732,"GRANT MEDICAL COLL & SIR J.J.HOSP,MUMB AI",grant medical college and sir j j hospital,MCC,,,
1151,39,AIIMS Guwahati,aiims guwahati,MCC,,,
1152,471,"GOVT. MEDICAL COLLEGE,PATI ALA",government medical college,MCC,,,
1153,1370,"TOPIWALA NATIONAL MEDICAL COLLEGE,MUM BAI",topiwala national medical college,MCC,,,
1154,466,"GOVT. KILPAUK MEDICAL COLLEGE,CHE NNAI",government kilpauk medical college,MCC,,,
1155,761,"Hinduhridayasa mrat Balasaheb Thackeray Medical College and Dr. R. N. Cooper Municipal General Hospital, Maharashtra",hinduhridayasa mrat balasaheb thackeray medical college and doctor r n cooper municipal general hospital,MCC,,,
1156,301,"ESI- MC&PGIMS&R, Banglore",esi mcandpgimsandr,MCC,,,
1157,471,"GOVT. MEDICAL COLLEGE,AUR ANGABAD",government medical college,MCC,,,
1158,953,"MAHARAJA K.C. GAJAPATI M.C.,BRAHMAP UR",maharaja k c gajapati m c,MCC,,,
1159,931,"M.G.M. MEDICAL COLLEGE,JAMS HEDPUR",m g m medical college,MCC,,,
1160,1108,"R.G. KAR MEDICAL COLLEGE,KOLK ATA",r g kar medical college,MCC,,,
1161,288,"DR.S.C.GOVT MEDICAL COLLEGE,,NAN DED",doctors c government medical college,MCC,,,
1162,847,"K.A.P. VISWANATHAM G.M.C.,TIRUCHI RAPALLI",k a p viswanatham g m c,MCC,,,
1163,471,"GOVT. MEDICAL COLLEGE,TIRU NELVELI",government medical college,MCC,,,
1164,744,"GURU GOVIND SINGH MED COLL,FARIDKO T",guru govind singh medical college,MCC,,,
1165,1176,"S.C.B. MEDICAL COLL(DENTAL), CUTTACK",s c b medical college dental,MCC,,,
1166,1071,"NORTH BENGAL MED.COLL,DAR JEELING",north bengal medicalcoll,MCC,,,
1167,167,"BURDWAN MEDICAL COLLEGE,BUR DWAN",burdwan medical college,MCC,,,
1168,186,"CHENGALPATT U MEDICAL COLL,CHENGAL PATTU",chengalpatt u medical college,MCC,,,
1169,282,"Dr.Radhakrishna n Government Medical College, Hamirpur",doctorradhakrishna n government medical college,MCC,,,
1170,161,"BPS Govt. Med. College, Sonepat(Female Seat only )",bps government medical college sonepat female seat only,MCC,,,
1171,680,"GOVERNMENT MEDICAL COLLEGE, SRIGANGANAG AR, RAJASTHAN",government medical college sriganganag ar,MCC,,,
1172,193,"CHHATTISGAR H INSTITUTE OF MEDICAL SCIENCES, BILASP",chhattisgar h institute of medical sciences,MCC,,,
1173,1351,"THANJAVUR MEDICAL COLL.,THANJAV UR",thanjavur medical college,MCC,,,
1174,274,"DR. VAISHAMPAYA M MEMORIAL M.C.,SHOLAPU R",doctor vaishampaya m memorial m c,MCC,,,
1175,877,"KANYAKUMARI GOVT. MED. COLL.,ASARIPA LLAM",kanyakumari government medical college,MCC,,,
1176,711,"GOVT. MOHAN KUMARAMANG ALAM M.C.,SALEM",government mohan kumaramang alam m c,MCC,,,
1177,1225,"SH VASANT RAO NAIK GOVT.M.C.,YAV ATMAL",sh vasant rao naik governmentm c,MCC,,,
1178,336,"FACULTY OF DEN SCI, KG MED UNIV,LUCKNO W",faculty of den science kg medical university,MCC,,,
1179,1361,"THOOTHUKUDI MEDICAL COLLEGE,THO OTHUKUDI",thoothukudi medical college,MCC,,,
1180,458,"GOVT. DHARAMAPURI MED COLL,DHARMA PURI",government dharamapuri medical college,MCC,,,
1181,403,GOVERMENT MEDICAL COLLEGE NANDURBAR MAHARARASTR A,goverment medical college nandurbar mahararastr a,MCC,,,
1182,1332,"SVIMS - Sri Padmavathi Medical College for Women, Tirupati(Female Seat only )",svims sri padmavathi medical college for women tirupati female seat only,MCC,,,
1183,481,"Government Medical College and District General Hospital,Ratnagir i",government medical college and district general hospital,MCC,,,
1184,423,"GOVT. DENTAL COLLEGE & HOSP.,AURANG ABAD",government dental college and hospital,MCC,,,
1185,19,"AGARTALA GOVT. MEDICAL COLLEGE,AGA RTALA",agartala government medical college,MCC,,,
1186,1335,"SWAMI RAMANAND TiRTH RURAL M.C,AMBAJOGA I",swami ramanand tirth rural m c,MCC,,,
1187,198,"CHIKKABALLAP URA INSTITUTE OF MEDICAL SCIENCES, KARNATAKA",chikkaballap ura institute of medical sciences,MCC,,,
1188,1194,"Saheed Rendo Majhi Medical College & Hospital, Bhawanipatna, Kalahandi,Odish a",saheed rendo majhi medical college and hospital bhawanipatna kalahandi,MCC,,,
1189,1085,"PB. GOVT. DENTAL COLLEGE & HOSP,AMRITSA R",pb government dental college and hospital,MCC,,,
1190,1143,"Rajmata shrimati devendra kumari singhdeo government medical college, ambikapur,Surgu ja",rajmata shrimati devendra kumari singhdeo government medical college ambikapur,MCC,,,
1191,471,"Government Medical College, Ramanathapura m",government medical college,MCC,,,
1192,591,GOVERNMENT MEDICAL COLLEGE MACHILIPATNA M,government medical college machilipatna m,MCC,,,
1193,411,"GOVT. D.C. & RESEARCH INST,BANGALO RE",government d c and research institute,MCC,,,
1194,423,"GOVT. DENTAL COLLEGE & HOSP,AHMEDA BAD",government dental college and hospital,MCC,,,
1195,40,"AIIMS Guwahati,PO-CHANGSARI, DISTRICT-KAMRUP, Assam, 781101",aiims guwahati po changsari district kamrup assam,MCC,,,
1196,158,"BPS Govt. Med. College, Sonepat,BPS GOVT MEDICAL COLLEGE FOR WOMEN KHANPUR KALAN SONEPAT, Haryana, 131305",bps government medical college sonepat bps government medical college for women khanpur kalan sonepat haryana,MCC,,,
1197,1076,"Osmania Medical College Koti ,HYDERABAD, Telangana, 500095",osmania medical college koti hyderabad telangana,MCC,,,
1198,1054,"NAMO Medical Education & Research Institute, Govt Medical College Silvassa,SSR College Campus, Sayli Road, Silvassa, Dadra And Nagar Haveli, 396230",namo medical education and research institute government medical college silvassa ssr college campus sayli road silvassa dadra and nagar haveli,MCC,,,
1199,525,"GOVERNMENT MEDICAL COLLEGE, BUNDI,GOVT MEDICAL COLLEGE BUNDI, Rajasthan, 323001",government medical college bundi government medical college bundi rajasthan,MCC,,,
1200,700,"Govt. Medical College, Udhampur,Dhar Road near Sallain Tallab opp Head Post Office Udhampur, Jammu And Kashmir, 182101",government medical college udhampur dhar road near sallain tallab opp head post office udhampur jammu and kashmir,MCC,,,
1201,921,"Lakhimpur Medical College, North Lakhimpur, Assam,Chowkham Saboti North LakhimpurLakhimpur, Assam, 787051",lakhimpur medical college north lakhimpur assam chowkham saboti north lakhimpurlakhimpur assam,MCC,,,
1202,179,"C. Institute of Medical Sciences, Chamarajanagar,SY NO.124, YEDAPURA VILLAGE , KASABA HOBLI, CHAMARAJANAGARA TALUK AND DISTRICT, Karnataka, 571313",c institute of medical sciences chamarajanagar sy no 124 yedapura village kasaba hobli chamarajanagara taluk and district karnataka,MCC,,,
1203,479,"GOVERNMENT MEDICAL COLLEGE, ANANTNAG J&K,VERINAG ROAD DIALGAM ANANTNAG, Jammu And Kashmir, 192210",government medical college anantnag jandk verinag road dialgam anantnag jammu and kashmir,MCC,,,
1204,1333,"SVIMS - Sri Padmavathi Medical College for Women, Tirupati,SVIMS, ALIPIRI ROAD, TIRUPATI, Andhra Pradesh, 517507",svims sri padmavathi medical college for women tirupati svims alipiri road tirupati andhra pradesh,MCC,,,
1205,546,"Government Medical College, Hanumangarh,Ganganagar-sangria Bypass Road Hanumangarh Junction, Rajasthan, 335512",government medical college hanumangarh ganganagar sangria bypass road hanumangarh junction rajasthan,MCC,,,
1206,410,"GOVT. COLLEGE OF DENTISTRY, INDORE,1 Sardar Patel Marg Indore, Madhya Pradesh, 452001",government college of dentistry indore 1 sardar patel marg indore madhya pradesh,MCC,,,
1207,56,"AIIMS Rajkot,Admission cell, Academic section, First floor, Academic block, Permanent Campus, AIIMS Rajkot, Khand, Gujarat, 360110",aiims rajkot admission cell academic section first floor academic block permanent campus aiims rajkot khand gujarat,MCC,,,
1208,832,"JIPMER KARAIKAL,JIPMER Academic Campus, FCI Link Road, Kovilpathu, Karaikal - 609602, Puducherry, 609602",jipmer karaikal jipmer academic campus fci link road kovilpathu karaikal puducherry,MCC,,,
1209,780,"Indira Gandhi Institute of Medical Sciences, Patna,RAZA BAZAR, SHEIKHPURA, PATNA, Bihar, 800014",indira gandhi institute of medical sciences patna raza bazar sheikhpura patna bihar,MCC,,,
1210,617,"Govt Medical College, Nagaur Bikaner Road, Nagaur,pmo-nag-rj@nic.in, Rajasthan, 341001",government medical college nagaur bikaner road nagaur pmo nag rj@nic in rajasthan,MCC,,,
1211,774,"INDIRA GANDHI GOVT.MEDICAL COLL., NAGPUR,MAYO HOSPITAL CENTRAL AVENUE ROAD NEAR RAM ZULA NAGPUR, Maharashtra, 440018",indira gandhi governmentmedical college nagpur mayo hospital central avenue road near ram zula nagpur maharashtra,MCC,,,
1212,1109,"R.G. KAR MEDICAL COLLEGE,KOLKATA,R G Kar Medical College 1 Khudiram bose sarani, Kolkata, West Bengal, 700004",r g kar medical college kolkata r g kar medical college 1 khudiram bose sarani kolkata west bengal,MCC,,,
1213,547,"Government Medical college, Haridwar,jagjeetpur Laksar road Haridwar, Uttarakhand, 249408",government medical college haridwar jagjeetpur laksar road haridwar uttarakhand,MCC,,,
1214,508,"Government Medical College, Banswara, Rajasthan,MADARESHWAR, RATLAM ROAD BANSWARA, Rajasthan, 327001",government medical college banswara rajasthan madareshwar ratlam road banswara rajasthan,MCC,,,
1215,512,"GOVERNMENT MEDICAL COLLEGE, BARAN, RAJASTHAN,Melkhedi, Chhapar Melkhedi Road Baran, Rajasthan, 325205",government medical college baran rajasthan melkhedi chhapar melkhedi road baran rajasthan,MCC,,,
1216,976,"Mahatma Vidur Autonomous State Medical College,Bijnor Uttar Pradesh,Mahatma Vidur Autonomous State Medical College, Village Madhusudanpur Devidas, Post Kiratpur, Naziba, Uttar Pradesh, 246731",mahatma vidur autonomous state medical college bijnor uttar pradesh mahatma vidur autonomous state medical college village madhusudanpur devidas post kiratpur naziba uttar pradesh,MCC,,,
1217,96,"Autonomous State Medical College, Gonda,Chhavanni Sarkar Infront of Circuit House Gonda, Uttar Pradesh, 271001",autonomous state medical college gonda chhavanni sarkar infront of circuit house gonda uttar pradesh,MCC,,,
1218,670,"Government Medical College, Seoni, Madhya Pradesh,Government Medical College, Kandipaar Village, Seoni, Madhya Pradesh, 480661",government medical college seoni madhya pradesh government medical college kandipaar village seoni madhya pradesh,MCC,,,
1219,112,"Autonomous State Medical College Society , Mirzapur,MAA VINDHYAVASINI AUTONOMOUS STATE MEDICAL COLLEGE PIPARDARH, VISHUNDERPUR, MIRZAPUR, Uttar Pradesh, 231001",autonomous state medical college society mirzapur maa vindhyavasini autonomous state medical college pipardarh vishunderpur mirzapur uttar pradesh,MCC,,,
1220,521,"Government Medical College, Bhandara,District Hospital Campus, Sant Kabir Ward, Bhandara, Maharashtra, 441904",government medical college bhandara district hospital campus sant kabir ward bhandara maharashtra,MCC,,,
1221,102,"Autonomous State Medical College, Lalitpur, U.P,Amarpur Galla Mandi Jhansi Road Lalitpur, Uttar Pradesh, 284403",autonomous state medical college lalitpur u p amarpur galla mandi jhansi road lalitpur uttar pradesh,MCC,,,
1222,633,"Government Medical College, Nashik,Civil Hospital Campus Trimbakeshwar Road Nashik 422002, Maharashtra, 422002",government medical college nashik civil hospital campus trimbakeshwar road nashik maharashtra,MCC,,,
1223,387,"GMERS Medical College, Navsari,Adarsh Nivasi Shala Campus, At- Khambhlav, Po- Sultanpur, Via- Abrama, Ta - Jalalpore, Dist - Navsar, Gujarat, 396406",gmers medical college navsari adarsh nivasi shala campus at khambhlav po sultanpur via abrama ta jalalpore district navsar gujarat,MCC,,,
1224,610,"Government Medical College, Mumbai, Maharashtra,Gokuldas Tejpal Hospital Premises L T Marg Near L T Marg Police Station Mumbai, Maharashtra, 400001",government medical college mumbai maharashtra gokuldas tejpal hospital premises l t marg near l t marg police station mumbai maharashtra,MCC,,,
1225,473,"Government Medical college, Ambernath,Dr. B. G. CHHAYA SUB DISTRICT HOSPITAL,AMBERNATH MUNICIPALITY, SHIV MARKET, AMBERNATH, MAHARASHTRA 4, Maharashtra, 421501",government medical college ambernath doctor b g chhaya sub district hospital ambernath municipality shiv market ambernath maharashtra 4 maharashtra,MCC,,,
1226,565,"Government Medical College, Kanker, Chhattisgarh,Late Smt. Indira Gandhi Memorial Government Medical College, Kanker, Chhattisgarh, Chhattisgarh, 494334",government medical college kanker chhattisgarh late smt indira gandhi memorial government medical college kanker chhattisgarh chhattisgarh,MCC,,,
1227,753,"Hamdard Inst of Med Sciences and Research, New Delhi,HIMSR, Guru Ravidas Marg, Hamdard Nagar, New Delhi, Delhi (NCT), 110062",hamdard institute of medical sciences and research new delhi himsr guru ravidas marg hamdard nagar new delhi delhi nct,MCC,,,
1228,759,"Haveri Institute of Medical Sciences, Karnataka,Devagiri-Yellapura, Haveri-581110, Karnataka, 581110",haveri institute of medical sciences karnataka devagiri yellapura haveri karnataka,MCC,,,
1229,475,"Government Medical College, Amravati ,Government Medical College District Women Hospital Campus Daffrin Shrikrishna Peth Amravati, Maharashtra, 444601",government medical college amravati government medical college district women hospital campus daffrin shrikrishna peth amravati maharashtra,MCC,,,
1230,206,"Chikkamagaluru Institute of Medical Sciences,DIRECTOR CHIKKAMAGALURU INSTITUTE OF MEDICAL SCIENCES ARALAGUPPE MALLEGOWDA DISTRICT HOSPITAL TEG, Karnataka, 577101",chikkamagaluru institute of medical sciences director chikkamagaluru institute of medical sciences aralaguppe mallegowda district hospital teg karnataka,MCC,,,
1231,548,"Government Medical College, Hingoli,Government Medical College, Washim Road, Balsond, Hingoli, Maharashtra, 431513",government medical college hingoli government medical college washim road balsond hingoli maharashtra,MCC,,,
1232,496,"Government Medical College and Hospital, Jajpur, Odisha (Renamed as Jajati Keshari Medical College and Hospital, Jajpur),Dean and Principal, Government Medical College and Hospital, Jajpur, Odisha Renamed as Jajati Keshar, Odisha, 755001",government medical college and hospital jajpur odisha renamed as jajati keshari medical college and hospital jajpur dean and principal government medical college and hospital jajpur odisha renamed as jajati keshar odisha,MCC,,,
1233,708,"Government Medical College, Washim,Government Medical College, Washim District womens Hospital building, Nalanda Nagar, Chikhali Road, Maharashtra, 444505",government medical college washim government medical college washim district womens hospital building nalanda nagar chikhali road maharashtra,MCC,,,
1234,519,"Government Medical College, Bhadradri, Kothagudem,Besides Sammakka Saarakka temple, Opp KSM Petrol bunk, end of 6th Battalion Rd, Palvancha, Telangana, Telangana, 507118",government medical college bhadradri kothagudem besides sammakka saarakka temple opp ksm petrol bunk end of 6th battalion rd palvancha telangana telangana,MCC,,,
1235,630,"Government Medical College, Narayanpet, Telangana,Government Medical College Narayanpet Jajapur Narayanpet District Telangana Pincode 509210, Telangana, 509210",government medical college narayanpet telangana government medical college narayanpet jajapur narayanpet district telangana pincode telangana,MCC,,,
1236,602,"Government Medical College, Maheshwaram, Telangana,Government Medical College Maheshwaram Govt Area Hospital Vanasthalipuram Sachivalaya Nagar Vanas, Telangana, 500070",government medical college maheshwaram telangana government medical college maheshwaram government area hospital vanasthalipuram sachivalaya nagar vanas telangana,MCC,,,
1237,604,"GOVERNMENT MEDICAL COLLEGE ,MEDAK,PILLIKOTYAL, MEDAK MANDAL, MEDAK DISTRICT, Telangana, 502110",government medical college medak pillikotyal medak mandal medak district telangana,MCC,,,
1238,632,"Government Medical College Narsampet, Telangana,Sarwapuram, Pakhal road, Land mark- Bharath petrol pump, Narsamapet, Telangana, 506132",government medical college narsampet telangana sarwapuram pakhal road land mark bharath petrol pump narsamapet telangana,MCC,,,
1239,1366,"Tinsukia Medical College & Hospital, Tinsukia,Lohari Bangali Gaon, Tinsukia, Assam, 786146",tinsukia medical college and hospital tinsukia lohari bangali gaon tinsukia assam,MCC,,,
1240,692,"Government medical College, Thalarasingi village, Paderu,THALARASINGI VILLAGE,PADERU, ASR DISTRICT, Andhra Pradesh, 524341",government medical college thalarasingi village paderu thalarasingi village paderu asr district andhra pradesh,MCC,,,
1241,576,"Government Medical College, Kathua,Chak Sajjan Kathua, Jammu And Kashmir, 184101",government medical college kathua chak sajjan kathua jammu and kashmir,MCC,,,
1242,312,"ESIC Dental College and Hospital Rohini,ESIC DENTAL COLLEGE AND HOSPITAL SECTOR 15 ROHINI, Delhi (NCT), 110085",esic dental college and hospital rohini esic dental college and hospital sector 15 rohini delhi nct,MCC,,,
1243,449,"GOVT. DENTAL COLLEGE, SHIMLA,HP GOVERNMENT DENTAL COLLEGE AND HOSPITAL SHIMLA, Himachal Pradesh, 171001",government dental college shimla hp government dental college and hospital shimla himachal pradesh,MCC,,,
1244,435,"Government Dental College Dibrugarh,I Lane, inside Assam Medical college campus, Barbari, Dibrugarh-786002, Assam, 786002",government dental college dibrugarh i lane inside assam medical college campus barbari dibrugarh assam,MCC,,,
1245,166,"Burdwan Dental College & Hospital, Burdwan,POWER HOUSE PARA, BURDWAN TOWN. PURBA BARDHAMAN. W.B- 713101, West Bengal, 713101",burdwan dental college and hospital burdwan power house para burdwan town purba bardhaman w b west bengal,MCC,,,
1246,239,"Dental Institue, RIMS, Ranchi,Dental Institute, Rajendra Institute of Medical Sciences, Bariatu, Ranchi, Jharkhand, 843009",dental institue rims ranchi dental institute rajendra institute of medical sciences bariatu ranchi jharkhand,MCC,,,
1247,428,"GOVT. DENTAL COLLEGE & HOSP.,AURANGABAD,Government Medical College and Hospital Campus Dhanwantari Nagar Ghati Chha. Sambhajinagar Aurangaba, Maharashtra, 431001",government dental college and hospital aurangabad government medical college and hospital campus dhanwantari nagar ghati chha sambhajinagar aurangaba maharashtra,MCC,,,
1248,1125,"Rajah Muthiah Dental College and Hos. , Annamalai ,GOVT DENTAL COLLEGE AND HOSPITAL, CUDDALORE DT- ANNAMALAINAGAR CHIDAMBARAM, Tamil Nadu, 608002",rajah muthiah dental college and hos annamalai government dental college and hospital cuddalore dt annamalainagar chidambaram tamil nadu,MCC,,,
1249,1155,"REGIONAL DENTAL COLLEGE, GUWAHATI,Regional Dental College, Bhangagarh, PO Indrapur, Dist.-Kamrup Metro, Assam, 781032",regional dental college guwahati regional dental college bhangagarh po indrapur district kamrup metro assam,MCC,,,
1250,451,"Government Dental College, Silchar,Government Dental College,Silchar,Hailakandi road,Near Silchar Medical College,Ghungoor,Silchar, Assam, 788014",government dental college silchar government dental college silchar hailakandi road near silchar medical college ghungoor silchar assam,MCC,,,
1251,1220,"SDU Medical College, Kolar,SRI DEVARAJ URS MEDICAL COLLEGE, TAMAKA, KOLAR, Karnataka, 563103",sdu medical college kolar sri devaraj urs medical college tamaka kolar karnataka,MCC,,,
1252,969,"Mahatma Gandhi Mission Medical College, Nerul,Sector-8, Nerul West Navi Mumbai, Maharashtra, 400706",mahatma gandhi mission medical college nerul sector 8 nerul west navi mumbai maharashtra,MCC,,,
1253,735,"Graphic Era Institute Of Medical Science,Graphic Era Institute of Medical Sciences 16th Milestone Chakrata Road Dehradun Uttarakhand 2480, Uttarakhand, 248007",graphic era institute of medical science graphic era institute of medical sciences 16th milestone chakrata road dehradun uttarakhand 2480 uttarakhand,MCC,,,
1254,69,"Amrita Institute of Medical Science, Kochi,Amrita School of Medicine, Amrita Institute of Medical Sciences AIMS Ponekkara P.O Kochi 682041, Kerala, 682041",amrita institute of medical science kochi amrita school of medicine amrita institute of medical sciences aims ponekkara p o kochi kerala,MCC,,,
1255,985,"Malla Reddy Institute of Medical Sciences, Hyderabad ,Suraram X Roads Jeedimetla Hyderabad Telangana, Telangana, 500055",malla reddy institute of medical sciences hyderabad suraram x roads jeedimetla hyderabad telangana telangana,MCC,,,
1256,559,"Government Medical College, Jhunjhunu, Rajasthan,jjnmedicalcollege@gmail.com, Rajasthan, 333001",government medical college jhunjhunu rajasthan jjnmedicalcollege@gmail com rajasthan,MCC,,,
1257,90,"Autonomous State Medical Collage, Kushinagar, Uttar Pradesh,Autonomous State Medical Collage, Kubersthan Road, Harka, Kushinagar, Uttar Pradesh, 274304",autonomous state medical collage kushinagar uttar pradesh autonomous state medical collage kubersthan road harka kushinagar uttar pradesh,MCC,,,
1258,114,"Autonomous State Medical College, Sonebhadra,Rounp Rd, Churk,Robertsganj, Sonebhadra, Uttar Pradesh, 231216",autonomous state medical college sonebhadra rounp rd churk robertsganj sonebhadra uttar pradesh,MCC,,,
1259,1137,"RAJIV GANDHI INSTITUTE OF MEDICAL SCIENCES, KADAPA,GOVERNMENT MEDICAL COLLEGE RIMS PUTLAMPALLI, YSR KADAPA DIST. G.M.C.,KADAPA.,A.P, Andhra Pradesh, 516002",rajiv gandhi institute of medical sciences kadapa government medical college rims putlampalli ysr kadapa district g m c kadapa a p andhra pradesh,MCC,,,
1260,381,"GMC, Rajamahendravaram,Government Medical College,D.No.55-4-1,Central Jail Road ,Near CTRI, Rajamahendravaram., Andhra Pradesh, 533105",gmc rajamahendravaram government medical college d no 55 4 1 central jail road near ctri rajamahendravaram andhra pradesh,MCC,,,
1261,987,"Malla Reddy Medical College for Women, Hyderabad,Suraram X Roads Jeedimetla Hyderabad Telangana, Telangana, 500055 (Female Seat only )",malla reddy medical college for women hyderabad suraram x roads jeedimetla hyderabad telangana telangana female seat only,MCC,,,
1262,1017,"Meenakshi Medical College Hospital and Research Institute, Kanchipuram,Enathur, Karaipettai Post, Kanchipuram, Tamil Nadu, 631552",meenakshi medical college hospital and research institute kanchipuram enathur karaipettai post kanchipuram tamil nadu,MCC,,,
1263,321,"ESIC Medical College & Hospital, Bihta,ESIC Medical College and Hospital, Bihta, Patna- 801103, Bihar, 801103",esic medical college and hospital bihta esic medical college and hospital bihta patna bihar,MCC,,,
1264,402,"Goverment Medical College, Gadchiroli,Government Medical College, Mul road complex, Gadchiroli, Maharashtra, 442605",goverment medical college gadchiroli government medical college mul road complex gadchiroli maharashtra,MCC,,,
