college_id,college_code,college_name,name_normalized,state,city,ownership,counselling,courses,annual_intake,fee_govt_quota,fee_private,nmc_approved,source_id,notes
620,,Govt Medical College Nalgonda,government medical college nalgonda,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
621,,"Govt Medical College Nalgonda,OFFICE OF THE PRINCIPAL, GOVERNMENT MEDICAL COLLEGE NALGONDA, NEAR BUS STAND, NALGONDA, Telangana, 508001",government medical college nalgonda office of the principal government medical college nalgonda near bus stand nalgonda telangana,Telangana,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
622,,"Govt Medical College Nalgonda , OFFICE OF THE PRINCIPAL, GOVERNMENT MEDICAL COLLGEGE,GANDH AMVARI GUDEM,SLBC,SAGA R ROAD,NALGONDA,T ELA, Telangana, 508004",government medical college nalgonda office of the principal government medical collgege gandh amvari gudem slbc saga r road nalgonda t ela telangana,Telangana,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
623,,"Govt Medical College Nalgonda,OFFICE OF THE PRINCIPAL, GOVERNMENT MEDICAL COLLGEGE,GANDHAMVARI GUDEM,SLBC,SAGAR ROAD,NALGONDA,TELA, Telangana, 508004",government medical college nalgonda office of the principal government medical collgege gandhamvari gudem slbc sagar road nalgonda tela telangana,Telangana,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
624,,"Government medical College, Namakkal,353 MASTER PLAN COMPLEX SILUVAMPATTY NAMAKKAL, Tamil Nadu, 637003",government medical college namakkal 353 master plan complex siluvampatty namakkal tamil nadu,Tamil Nadu,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
625,,GOVERNMENT MEDICAL COLLEGE NANDYAL,government medical college nandyal,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
626,,"GOVERNMENT MEDICAL COLLEGE NANDYAL,principalgmcnandy ala@gmail.com, Andhra Pradesh, 518501",government medical college nandyal principalgmcnandy ala@gmail com andhra pradesh,Andhra Pradesh,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
627,,"GOVERNMENT MEDICAL COLLEGE NANDYAL , principalgmcnandyala @gmail.com, Andhra Pradesh, 518501",government medical college nandyal principalgmcnandyala @gmail com andhra pradesh,Andhra Pradesh,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
628,,"GOVERNMENT MEDICAL COLLEGE NANDYAL,principalgmcnandyala@gmail.com, Andhra Pradesh, 518501",government medical college nandyal principalgmcnandyala@gmail com andhra pradesh,Andhra Pradesh,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
629,,"Government Medical College, Narayanpet, Telangana",government medical college narayanpet,Telangana,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
630,,"Government Medical College, Narayanpet, Telangana,Government Medical College Narayanpet Jajapur Narayanpet District Telangana Pincode 509210, Telangana, 509210",government medical college narayanpet telangana government medical college narayanpet jajapur narayanpet district telangana pincode telangana,Telangana,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
631,,"Government Medical College Narsampet, Telangana",government medical college narsampet,Telangana,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
632,,"Government Medical College Narsampet, Telangana,Sarwapuram, Pakhal road, Land mark- Bharath petrol pump, Narsamapet, Telangana, 506132",government medical college narsampet telangana sarwapuram pakhal road land mark bharath petrol pump narsamapet telangana,Telangana,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
633,,"Government Medical College, Nashik,Civil Hospital Campus Trimbakeshwar Road Nashik 422002, Maharashtra, 422002",government medical college nashik civil hospital campus trimbakeshwar road nashik maharashtra,Maharashtra,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
634,,"Government Medical College, Nashik,Hindu Hruday Samrat Vandaniya Balasaheb Thakare Hospital and Bytco Hospital Near Durga mata mandir M, Maharashtra, 422214",government medical college nashik hindu hruday samrat vandaniya balasaheb thakare hospital and bytco hospital near durga mata mandir m maharashtra,Maharashtra,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
635,,"Government Medical College, Nilgiris , No. 1, INDU NAGAR, MYSORE ROAD, UDHAGAMANDALA M, NILGIRIS DISTRICT, Tamil Nadu, 643005",government medical college nilgiris no 1 indu nagar mysore road udhagamandala m nilgiris district tamil nadu,Tamil Nadu,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
636,,"Government Medical College, Nilgiris,No. 1, INDU NAGAR, MYSORE ROAD, UDHAGAMANDALAM, NILGIRIS DISTRICT, Tamil Nadu, 643005",government medical college nilgiris no 1 indu nagar mysore road udhagamandalam nilgiris district tamil nadu,Tamil Nadu,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
637,,Government Medical College Nirmal,government medical college nirmal,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
638,,"Government Medical College Nirmal,530 PRIYADARSHINI NAGAR NIRMAL, Telangana, 504106",government medical college nirmal 530 priyadarshini nagar nirmal telangana,Telangana,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
639,,"Government Medical College Nirmal,BESIDE DIVYA GARDEN , DIVYA NAGAR NIRMAL, Telangana, 504106",government medical college nirmal beside divya garden divya nagar nirmal telangana,Telangana,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
640,,"Government Medical College, Nizamabad,R.P.Road, Near Bustand, Khaleelwadi Nizamabad, Telangana, 503001",government medical college nizamabad r p road near bustand khaleelwadi nizamabad telangana,Telangana,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
641,,"Government Medical College, Omandurar,GOVERNMENT MEDICAL COLLEGE, OMANDURAR GOVERNMENT ESTATE, WALAJA ROAD, CHENNAI - 600 002., Tamil Nadu, 600002",government medical college omandurar government medical college omandurar government estate walaja road chennai 600 002 tamil nadu,Tamil Nadu,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
642,,"GOVERNMENT MEDICAL COLLEGE, OSMANABAD,Covid 19 Building, District Hospital Campus, Civil Hospital compound, Osmanabad, Maharashtra, 413501",government medical college osmanabad covid 19 building district hospital campus civil hospital compound osmanabad maharashtra,Maharashtra,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
643,,"GOVERNMENT MEDICAL COLLEGE, OSMANABAD,New Building, Civil Hospital Compound, Marwad Galli, Osmanabad, Maharashtra, 413501",government medical college osmanabad new building civil hospital compound marwad galli osmanabad maharashtra,Maharashtra,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
644,,"Govt Medical College, Palakkad,NH-544, EAST YAKKARA, KUNNATHURMEDU POST, PALAKKAD-678013, Kerala, 678013",government medical college palakkad nh 544 east yakkara kunnathurmedu post palakkad kerala,Kerala,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
645,,"Government Medical College, Pali , NH- 62,SumerpurRoad,Ra masia.Hemawas,Pali, Rajasthan, 306401",government medical college pali nh 62 sumerpurroad ra masia hemawas pali rajasthan,Rajasthan,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
646,,"Government Medical College, Pali,NH- 62,SumerpurRoad,Ramasia.H emawas,Pali, Rajasthan, 306401",government medical college pali nh 62 sumerpurroad ramasia h emawas pali rajasthan,Rajasthan,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
647,,"Government Medical College, Pali,NH-62,SumerpurRoad,Ramasia.Hemawas,Pali, Rajasthan, 306401",government medical college pali nh 62 sumerpurroad ramasia hemawas pali rajasthan,Rajasthan,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
648,,"Government Medical College, Parbhani,ITI CAMPUS, BEHIND DSM COLLEGE, JINTUR ROAD, PARBHANI - 431401, Maharashtra, 431401",government medical college parbhani iti campus behind dsm college jintur road parbhani maharashtra,Maharashtra,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
649,,"GOVT. MEDICAL COLLEGE,PATIALA,Sangrur road Government Medical College, Patiala, Punjab, 147001",government medical college patiala sangrur road government medical college patiala punjab,Punjab,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
650,,GOVERNMENT MEDICAL COLLEGE PURNEA,government medical college purnea,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
651,,"GOVERNMENT MEDICAL COLLEGE PURNEA,govt.mcpurnea@gm ail.com, Bihar, 854301",government medical college purnea governmentmcpurnea@gm ail com bihar,Bihar,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
652,,"GOVERNMENT MEDICAL COLLEGE PURNEA , govt.mcpurnea@gmai l.com, Bihar, 854301",government medical college purnea governmentmcpurnea@gmai l com bihar,Bihar,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
653,,"GOVERNMENT MEDICAL COLLEGE PURNEA,govt.mcpurnea@gmail.com, Bihar, 854301",government medical college purnea governmentmcpurnea@gmail com bihar,Bihar,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
654,,"Government Medical College, Quthbullapur,Government Medical College Quthbullapur, Plot A2-2B ECIL cross roads Kushaiguda Hyderabad Medch, Telangana, 500062",government medical college quthbullapur government medical college quthbullapur plot a2 2b ecil cross roads kushaiguda hyderabad medch telangana,Telangana,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
655,,Govt. Medical College Rajanna Sircilla,government medical college rajanna sircilla,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
656,,"Govt. Medical College Rajanna Sircilla,GOVERNMENT MEDICAL COLLEGE NEAR KASTURBA GIRLS SCHOOL PEDDUR SIRCILLA DISTRICT RAJANNA SIRCILLA, Telangana, 505301",government medical college rajanna sircilla government medical college near kasturba girls school peddur sircilla district rajanna sircilla telangana,Telangana,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
657,,"Government Medical College, Rajnandgaon,Bharat Ratna Late Shri Atal Bihari Vajpayee Memorial Medical College, Pendri, Rajnandgaon. Chhattisg, Chhattisgarh, 491441",government medical college rajnandgaon bharat ratna late shri atal bihari vajpayee memorial medical college pendri rajnandgaon chhattisg chhattisgarh,Chhattisgarh,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
658,,"GOVERNMENT MEDICAL COLLEGE, RAJOURI,Government Medical College, Kheora, Mehra, Rajouri, Jammu and Kashmir., Jammu And Kashmir, 185131",government medical college rajouri government medical college kheora mehra rajouri jammu and kashmir jammu and kashmir,Jammu And Kashmir,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
659,,"Government Medical College, Ramagundam,SURVEY NUMBER 92 95 96 MALKAPUR VILLAGE RAMAGUNDAM, Telangana, 505209",government medical college ramagundam survey number 92 95 96 malkapur village ramagundam telangana,Telangana,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
660,,"Government Medical College, Ramanathapuram,No 1, Patinamkathan, Collectorate Backside, Ramanathapuram., Tamil Nadu, 623503",government medical college ramanathapuram no 1 patinamkathan collectorate backside ramanathapuram tamil nadu,Tamil Nadu,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
661,,"Government Medical College, Ramanathapuram,No 1, Pattinamkathan, Collectorate Backside, Ramanathapuram., Tamil Nadu, 623503",government medical college ramanathapuram no 1 pattinamkathan collectorate backside ramanathapuram tamil nadu,Tamil Nadu,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
662,,Govt Medical College Ratlam,government medical college ratlam,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
663,,"Govt Medical College Ratlam,Gram Banjali, Sailana Road, NH927A, Madhya Pradesh 457001, India, Madhya Pradesh, 457001",government medical college ratlam gram banjali sailana road nh927a madhya pradesh india madhya pradesh,Madhya Pradesh,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
664,,"GOVERNMENT MEDICAL COLLEGE, SANGAREDDY,OPP. TOWN POLICE STATION, NETAJI NAGAR, SANGAREDDY DISTRICT, TELANGANA - 502001, Telangana, 502001",government medical college sangareddy opp town police station netaji nagar sangareddy district telangana telangana,Telangana,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
665,,Government Medical College Satna,government medical college satna,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
666,,"Government Medical College Satna ,Near Kendriya Vidyalaya No. 2, Kripalpur Satna, Madhya Pradesh, 485001",government medical college satna near kendriya vidyalaya no 2 kripalpur satna madhya pradesh,Madhya Pradesh,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
667,,"Government Medical College Satna ,Satna, Madhya Pradesh, 485001",government medical college satna satna madhya pradesh,Madhya Pradesh,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
668,,"Government Medical College, Sawai Madhopur,Government Medical College, Sawai Madhopur Village Thingla, Sawai Madhopur, Rajasthan, Rajasthan, 322001",government medical college sawai madhopur government medical college sawai madhopur village thingla sawai madhopur rajasthan rajasthan,Rajasthan,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
669,,"Government Medical College, Seoni, Madhya Pradesh",government medical college seoni,Madhya Pradesh,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
670,,"Government Medical College, Seoni, Madhya Pradesh,Government Medical College, Kandipaar Village, Seoni, Madhya Pradesh, 480661",government medical college seoni madhya pradesh government medical college kandipaar village seoni madhya pradesh,Madhya Pradesh,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
671,,Govt Medical College Shahdol,government medical college shahdol,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
672,,"Govt Medical College Shahdol,GRAM CHAMPA KUDRI ROAD NEAR NEW BUS STAND SHAHDOL MP, Madhya Pradesh, 484001",government medical college shahdol gram champa kudri road near new bus stand shahdol mp madhya pradesh,Madhya Pradesh,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
673,,Govt Medical college Shivpuri,government medical college shivpuri,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
674,,"Govt Medical college Shivpuri,Near Katha Mill, Gwalior Bypass Highway, Shivpuri, Madhya Pradesh, 473638",government medical college shivpuri near katha mill gwalior bypass highway shivpuri madhya pradesh,Madhya Pradesh,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
675,,Government Medical College Siddipet,government medical college siddipet,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
676,,"Government Medical College Siddipet,Survey No 54, Ensanpalli Village, Siddipet Mandal, Siddipet, Telangana, 502103",government medical college siddipet survey no 54 ensanpalli village siddipet mandal siddipet telangana,Telangana,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
677,,"Government Medical College, Sindhudurg,Dean Government Medical College Sindhudurg, Maharashtra, 416812",government medical college sindhudurg dean government medical college sindhudurg maharashtra,Maharashtra,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
678,,"Govt. Medical College, Sirohi (rajasthan)",government medical college sirohi rajasthan,Rajasthan,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
679,,"Govt. Medical College, Sirohi (rajasthan),SIROHI SHIVGANJ HIGHWAY,NEAR AMBESHWAR ,VILLAGE- KOLAR, TEHSIL- SIVGANJ,DIST- SIROHI, Rajasthan, 307030",government medical college sirohi rajasthan sirohi shivganj highway near ambeshwar village kolar tehsil sivganj district sirohi rajasthan,Rajasthan,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
680,,"GOVERNMENT MEDICAL COLLEGE, SRIGANGANAG AR, RAJASTHAN",government medical college sriganganag ar,Rajasthan,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
681,,"GOVERNMENT MEDICAL COLLEGE, SRIGANGANAGAR, RAJASTHAN",government medical college sriganganagar,Rajasthan,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
682,,"GOVERNMENT MEDICAL COLLEGE, SRIGANGANAGAR, RAJASTHAN,Government Medical college sriganganagar rajasthan, Rajasthan, 335001",government medical college sriganganagar rajasthan government medical college sriganganagar rajasthan rajasthan,Rajasthan,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
683,,"Govt. Medical College, Srinagar,Administrative Block Government Medical College Karan Nagar Srinagar, Jammu And Kashmir, 190010",government medical college srinagar administrative block government medical college karan nagar srinagar jammu and kashmir,Jammu And Kashmir,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
684,,"Govt. Medical College, Srinagar,Administrative Department Government Medical College Karan Nagar Srinagar, Jammu And Kashmir, 190010",government medical college srinagar administrative department government medical college karan nagar srinagar jammu and kashmir,Jammu And Kashmir,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
685,,"Government Medical College, Sundargarh , At-Chitabhanga,Po- Sankara,Dist- Sundargarh,Odisha,Pi n-770001, Odisha, 770001",government medical college sundargarh at chitabhanga po sankara district sundargarh odisha pi n odisha,Odisha,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
686,,"Government Medical College, Sundargarh,At-Chitabhanga,Po-Sankara,Dist- Sundargarh,Odisha,Pin-770001, Odisha, 770001",government medical college sundargarh at chitabhanga po sankara district sundargarh odisha pin odisha,Odisha,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
687,,"GOVERNMENT MEDICAL COLLEGE, SURAT,Out Side Majura Gate, New Civil Hospital Campus, Opp. Income Tax office, Surat - 395001, Gujarat, 395001",government medical college surat out side majura gate new civil hospital campus opp income tax office surat gujarat,Gujarat,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
688,,Government Medical College Suryapet,government medical college suryapet,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
689,,"Government Medical College Suryapet,AMARAVADI NAGAR, TALLAGADDA, SURYAPET-508213 Suraypet Dist",government medical college suryapet amaravadi nagar tallagadda suryapet suraypet district,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
690,,"Government Medical College Suryapet,AMARAVADI NAGAR, TALLAGADDA, SURYAPET-508213 Suraypet Dist, Telangana, 508213",government medical college suryapet amaravadi nagar tallagadda suryapet suraypet district telangana,Telangana,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
691,,"Government medical College, Thalarasingi village, Paderu,TALARASINGI VILLAGE,PADERU, ASR DISTRICT, Andhra Pradesh, 531024",government medical college thalarasingi village paderu talarasingi village paderu asr district andhra pradesh,Andhra Pradesh,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
692,,"Government medical College, Thalarasingi village, Paderu,THALARASINGI VILLAGE,PADERU, ASR DISTRICT, Andhra Pradesh, 524341",government medical college thalarasingi village paderu thalarasingi village paderu asr district andhra pradesh,Andhra Pradesh,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
693,,"Government Medical College, Thiruvallur,BLOCK 1 MASTER PLAN COMPLEX THIRUVALLUR COLLECTORATE PERUMBAKKAM VILLAGE THIRUVALLUR, Tamil Nadu, 602001",government medical college thiruvallur block 1 master plan complex thiruvallur collectorate perumbakkam village thiruvallur tamil nadu,Tamil Nadu,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
694,,"Government Medical College, Thiruvallur,BLOCK 1 MASTER PLAN COMPLEX, THIRUVALLUR COLLECTORATE, PERUMBAKKAM VILLAGE, THIRUVALLUR, TAMIL NADU , Tamil Nadu, 602001",government medical college thiruvallur block 1 master plan complex thiruvallur collectorate perumbakkam village thiruvallur tamil nadu tamil nadu,Tamil Nadu,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
695,,"GOVT. MEDICAL COLLEGE,TIRUNEL VELI , THE DEAN, TIRUNELVELI MEDICAL COLLEGE, HIGHGROUND, TIRUNELVELI-11, Tamil Nadu, 627011",government medical college tirunel veli the dean tirunelveli medical college highground tirunelveli 11 tamil nadu,Tamil Nadu,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
696,,"GOVT. MEDICAL COLLEGE,TIRUNELVELI,DEAN, TIRUNELVELI MEDICAL COLLEGE, HIGHGROUND, TIRUNELVELI-11, Tamil Nadu, 627011",government medical college tirunelveli dean tirunelveli medical college highground tirunelveli 11 tamil nadu,Tamil Nadu,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
697,,"GOVT. MEDICAL COLLEGE,TIRUNELVELI,THE DEAN, TIRUNELVELI MEDICAL COLLEGE, HIGHGROUND, TIRUNELVELI-11, Tamil Nadu, 627011",government medical college tirunelveli the dean tirunelveli medical college highground tirunelveli 11 tamil nadu,Tamil Nadu,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
698,,"Government Medical College, Tiruppur,18 DHARAPURAM ROAD TIRUPPUR TAMILNADU 641608, Tamil Nadu, 641608",government medical college tiruppur 18 dharapuram road tiruppur tamilnadu tamil nadu,Tamil Nadu,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
699,,"Government Medical College, Tonk , Government Medical College, Yusufpura charai, Rajasthan",government medical college tonk government medical college yusufpura charai,Rajasthan,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
700,,"Govt. Medical College, Udhampur,Dhar Road near Sallain Tallab opp Head Post Office Udhampur, Jammu And Kashmir, 182101",government medical college udhampur dhar road near sallain tallab opp head post office udhampur jammu and kashmir,Jammu And Kashmir,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
701,,Govt Medical College Vikarabad,government medical college vikarabad,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
702,,"Govt Medical College Vikarabad ,ANANTHAGIRI HILLS VIKARABAD VIKARABAD DISTRICT TELANGANA 501101, Telangana, 501101",government medical college vikarabad ananthagiri hills vikarabad vikarabad district telangana telangana,Telangana,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
703,,"Government Medical College, Virudhunagar,1 COLLECTORATE MASTER PLAN COMPLEX KOORAIKUNDU VILLAGE VIRUDHUNAGAR, Tamil Nadu, 626002",government medical college virudhunagar 1 collectorate master plan complex kooraikundu village virudhunagar tamil nadu,Tamil Nadu,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
704,,"Government Medical College, Virudhunagar,No.1, COLLECTORATE MASTER PLAN COMPLEX KOORAIKUNDU VILLAGE, VIRUDHUNAGAR., Tamil Nadu, 626002",government medical college virudhunagar no 1 collectorate master plan complex kooraikundu village virudhunagar tamil nadu,Tamil Nadu,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
705,,GOVT MEDICAL COLLEGE VIZIANAGARAM,government medical college vizianagaram,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
706,,"GOVT MEDICAL COLLEGE VIZIANAGARAM,Opposite Central Tribal University , Near JNTU Gajularega, Vizianagaram, Andhra Pradesh, 535003, Andhra Pradesh, 535003",government medical college vizianagaram opposite central tribal university near jntu gajularega vizianagaram andhra pradesh andhra pradesh,Andhra Pradesh,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
707,,"GOVT MEDICAL COLLEGE, WANAPARTHY ,Marrikunta, Pebbair Road, Wanaparthy District, Telangana state., Telangana, 509103",government medical college wanaparthy marrikunta pebbair road wanaparthy district telangana state telangana,Telangana,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
708,,"Government Medical College, Washim,Government Medical College, Washim District womens Hospital building, Nalanda Nagar, Chikhali Road, Maharashtra, 444505",government medical college washim government medical college washim district womens hospital building nalanda nagar chikhali road maharashtra,Maharashtra,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
709,,"Government Medical College, Wayanad , Hospital Rd, Thazhe Angadi, Mananthavady, Kerala 670645",government medical college wayanad hospital rd thazhe angadi mananthavady,Kerala,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
710,,"Government Medical College ,Yadadri,PAGADIPALLY BHONGIR YADADRI BHUVANAGIRI, Telangana, 508116",government medical college yadadri pagadipally bhongir yadadri bhuvanagiri telangana,Telangana,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
711,,"GOVT. MOHAN KUMARAMANG ALAM M.C.,SALEM",government mohan kumaramang alam m c,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
712,,"GOVT. MOHAN KUMARAMANGALA M M.C.,SALEM",government mohan kumaramangala m m c,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
713,,"GOVT. MOHAN KUMARAMANGALA M M.C.,SALEM , MAJEERA KOLLAPPATTI, Salem steel Plant Road Salem 636030 TamilNadu, Tamil Nadu, 636030",government mohan kumaramangala m m c salem majeera kollappatti salem steel plant road salem tamilnadu tamil nadu,Tamil Nadu,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
714,,"GOVT. MOHAN KUMARAMANGALAM M.C.,SALEM",government mohan kumaramangalam m c,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
715,,"GOVT. MOHAN KUMARAMANGALAM M.C.,SALEM,MAJEERA KOLLAPPATTI, Salem steel Plant Road Salem 636030 TamilNadu, Tamil Nadu, 636030",government mohan kumaramangalam m c salem majeera kollappatti salem steel plant road salem tamilnadu tamil nadu,Tamil Nadu,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
716,,"Government of Medical College and Hospital, Balasore",government of medical college and hospital,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
717,,"Government of Medical College and Hospital, Balasore,Remuna, Balasore, 756019, Odisha, 756019",government of medical college and hospital balasore remuna balasore odisha,Odisha,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
718,,"Govt. Pudukkottai Medical College Hopt., Pudukkott",government pudukkottai medical college hopt,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
719,,"Govt. Pudukkottai Medical College Hopt., Pudukkott,MULLUR PUDUKKOTTAI PO PUDUKKOTTAI, Tamil Nadu, 622004",government pudukkottai medical college hopt pudukkott mullur pudukkottai po pudukkottai tamil nadu,Tamil Nadu,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
720,,Govt. Sivgangai M. C. Sivagangai,government sivgangai m c sivagangai,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
721,,"Govt. Sivgangai M. C. Sivagangai,MANAMADURAI MAIN ROAD, KEELA VANIYANKUDI, SIVAGANGAI, Tamil Nadu, 630561",government sivgangai m c sivagangai manamadurai main road keela vaniyankudi sivagangai tamil nadu,Tamil Nadu,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
722,,"GOVT. VELLORE MEDICAL COLLEGE, VELLORE",government vellore medical college,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
723,,"GOVT. VELLORE MEDICAL COLLEGE, VELLORE,Government Vellore Medical College and Hospital, Adukkamparai, Vellore., Tamil Nadu, 632011",government vellore medical college vellore government vellore medical college and hospital adukkamparai vellore tamil nadu,Tamil Nadu,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
724,,"GOVT.MEDICAL COLLEGE, KOTA",governmentmedical college,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
725,,"GOVT.MEDICAL COLLEGE, AMRITSAR,CIRCULAR ROAD, AMRITSAR-143001, Punjab, 143001",governmentmedical college amritsar circular road amritsar punjab,Punjab,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
726,,"GOVT.MEDICAL COLLEGE, KOTA,Rangbari Road Kota, Rajasthan, 324005",governmentmedical college kota rangbari road kota rajasthan,Rajasthan,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
727,,"GOVT.MEDICAL COLLEGE,THIRUVA NANTHAPURAM , OFFICE OF THE PRINCIPAL,GOVT.M EDICAL COLLEGE THIRUVANANTHAP URAM,MEDICAL COLLEGE PO,KERALA, Kerala, 695011",governmentmedical college thiruva nanthapuram office of the principal governmentm edical college thiruvananthap uram medical college po kerala kerala,Kerala,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
